#INTERVAL_START,INTERVAL_END,ANIMAL,BICYCLE,BUS,CAR,CAR_TRAILER,CARAVAN,E_CART,HEAD,HEAVY,LIGHT,MOTORCYCLE,OBSTACLE,PEDESTRIAN,PRAM,SCOOTER,SKATE,TRACTOR,TRAM,TRUCK_TRAILER,TUK_TUK,UNKNOWN,VAN,WHEELCHAIR
2024-05-14T18:55:00+02:00,2024-05-14T19:00:00+02:00,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:00:00+02:00,2024-05-14T19:05:00+02:00,0,2,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:05:00+02:00,2024-05-14T19:10:00+02:00,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:10:00+02:00,2024-05-14T19:15:00+02:00,0,2,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:15:00+02:00,2024-05-14T19:20:00+02:00,0,2,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:20:00+02:00,2024-05-14T19:25:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-14T19:25:00+02:00,2024-05-14T19:30:00+02:00,0,2,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:30:00+02:00,2024-05-14T19:35:00+02:00,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-14T19:35:00+02:00,2024-05-14T19:40:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:40:00+02:00,2024-05-14T19:45:00+02:00,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:45:00+02:00,2024-05-14T19:50:00+02:00,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-14T19:50:00+02:00,2024-05-14T19:55:00+02:00,0,1,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
2024-05-14T19:55:00+02:00,2024-05-14T20:00:00+02:00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:00:00+02:00,2024-05-14T20:05:00+02:00,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:05:00+02:00,2024-05-14T20:10:00+02:00,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:10:00+02:00,2024-05-14T20:15:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:15:00+02:00,2024-05-14T20:20:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:20:00+02:00,2024-05-14T20:25:00+02:00,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:25:00+02:00,2024-05-14T20:30:00+02:00,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:30:00+02:00,2024-05-14T20:35:00+02:00,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:35:00+02:00,2024-05-14T20:40:00+02:00,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
2024-05-14T20:40:00+02:00,2024-05-14T20:45:00+02:00,0,1,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:45:00+02:00,2024-05-14T20:50:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:50:00+02:00,2024-05-14T20:55:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T20:55:00+02:00,2024-05-14T21:00:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:00:00+02:00,2024-05-14T21:05:00+02:00,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:05:00+02:00,2024-05-14T21:10:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:10:00+02:00,2024-05-14T21:15:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:15:00+02:00,2024-05-14T21:20:00+02:00,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:20:00+02:00,2024-05-14T21:25:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:25:00+02:00,2024-05-14T21:30:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:30:00+02:00,2024-05-14T21:35:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:35:00+02:00,2024-05-14T21:40:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:40:00+02:00,2024-05-14T21:45:00+02:00,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:45:00+02:00,2024-05-14T21:50:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:50:00+02:00,2024-05-14T21:55:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T21:55:00+02:00,2024-05-14T22:00:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:00:00+02:00,2024-05-14T22:05:00+02:00,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:05:00+02:00,2024-05-14T22:10:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:10:00+02:00,2024-05-14T22:15:00+02:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:15:00+02:00,2024-05-14T22:20:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:20:00+02:00,2024-05-14T22:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:25:00+02:00,2024-05-14T22:30:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:30:00+02:00,2024-05-14T22:35:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:35:00+02:00,2024-05-14T22:40:00+02:00,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:40:00+02:00,2024-05-14T22:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:45:00+02:00,2024-05-14T22:50:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:50:00+02:00,2024-05-14T22:55:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T22:55:00+02:00,2024-05-14T23:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:00:00+02:00,2024-05-14T23:05:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:05:00+02:00,2024-05-14T23:10:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:10:00+02:00,2024-05-14T23:15:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:15:00+02:00,2024-05-14T23:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:20:00+02:00,2024-05-14T23:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:25:00+02:00,2024-05-14T23:30:00+02:00,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:30:00+02:00,2024-05-14T23:35:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:35:00+02:00,2024-05-14T23:40:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:40:00+02:00,2024-05-14T23:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:45:00+02:00,2024-05-14T23:50:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:50:00+02:00,2024-05-14T23:55:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14T23:55:00+02:00,2024-05-15T00:00:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:00:00+02:00,2024-05-15T00:05:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:05:00+02:00,2024-05-15T00:10:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:10:00+02:00,2024-05-15T00:15:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:15:00+02:00,2024-05-15T00:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:20:00+02:00,2024-05-15T00:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:25:00+02:00,2024-05-15T00:30:00+02:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:30:00+02:00,2024-05-15T00:35:00+02:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:35:00+02:00,2024-05-15T00:40:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:40:00+02:00,2024-05-15T00:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:45:00+02:00,2024-05-15T00:50:00+02:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:50:00+02:00,2024-05-15T00:55:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T00:55:00+02:00,2024-05-15T01:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:00:00+02:00,2024-05-15T01:05:00+02:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:05:00+02:00,2024-05-15T01:10:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:10:00+02:00,2024-05-15T01:15:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:15:00+02:00,2024-05-15T01:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:20:00+02:00,2024-05-15T01:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:25:00+02:00,2024-05-15T01:30:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:30:00+02:00,2024-05-15T01:35:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:35:00+02:00,2024-05-15T01:40:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:40:00+02:00,2024-05-15T01:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:45:00+02:00,2024-05-15T01:50:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:50:00+02:00,2024-05-15T01:55:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T01:55:00+02:00,2024-05-15T02:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:00:00+02:00,2024-05-15T02:05:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:05:00+02:00,2024-05-15T02:10:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:10:00+02:00,2024-05-15T02:15:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T02:15:00+02:00,2024-05-15T02:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:20:00+02:00,2024-05-15T02:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:25:00+02:00,2024-05-15T02:30:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:30:00+02:00,2024-05-15T02:35:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:35:00+02:00,2024-05-15T02:40:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:40:00+02:00,2024-05-15T02:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:45:00+02:00,2024-05-15T02:50:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:50:00+02:00,2024-05-15T02:55:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T02:55:00+02:00,2024-05-15T03:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:00:00+02:00,2024-05-15T03:05:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:05:00+02:00,2024-05-15T03:10:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:10:00+02:00,2024-05-15T03:15:00+02:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:15:00+02:00,2024-05-15T03:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:20:00+02:00,2024-05-15T03:25:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:25:00+02:00,2024-05-15T03:30:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:30:00+02:00,2024-05-15T03:35:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:35:00+02:00,2024-05-15T03:40:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:40:00+02:00,2024-05-15T03:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:45:00+02:00,2024-05-15T03:50:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T03:50:00+02:00,2024-05-15T03:55:00+02:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-15T03:55:00+02:00,2024-05-15T04:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:00:00+02:00,2024-05-15T04:05:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:05:00+02:00,2024-05-15T04:10:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:10:00+02:00,2024-05-15T04:15:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:15:00+02:00,2024-05-15T04:20:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:20:00+02:00,2024-05-15T04:25:00+02:00,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:25:00+02:00,2024-05-15T04:30:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:30:00+02:00,2024-05-15T04:35:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T04:35:00+02:00,2024-05-15T04:40:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:40:00+02:00,2024-05-15T04:45:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T04:45:00+02:00,2024-05-15T04:50:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:50:00+02:00,2024-05-15T04:55:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T04:55:00+02:00,2024-05-15T05:00:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:00:00+02:00,2024-05-15T05:05:00+02:00,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:05:00+02:00,2024-05-15T05:10:00+02:00,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:10:00+02:00,2024-05-15T05:15:00+02:00,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:15:00+02:00,2024-05-15T05:20:00+02:00,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:20:00+02:00,2024-05-15T05:25:00+02:00,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:25:00+02:00,2024-05-15T05:30:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:30:00+02:00,2024-05-15T05:35:00+02:00,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:35:00+02:00,2024-05-15T05:40:00+02:00,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:40:00+02:00,2024-05-15T05:45:00+02:00,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-15T05:45:00+02:00,2024-05-15T05:50:00+02:00,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:50:00+02:00,2024-05-15T05:55:00+02:00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T05:55:00+02:00,2024-05-15T06:00:00+02:00,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:00:00+02:00,2024-05-15T06:05:00+02:00,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2024-05-15T06:05:00+02:00,2024-05-15T06:10:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:10:00+02:00,2024-05-15T06:15:00+02:00,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T06:15:00+02:00,2024-05-15T06:20:00+02:00,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T06:20:00+02:00,2024-05-15T06:25:00+02:00,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:25:00+02:00,2024-05-15T06:30:00+02:00,0,0,1,6,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:30:00+02:00,2024-05-15T06:35:00+02:00,0,1,0,9,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0
2024-05-15T06:35:00+02:00,2024-05-15T06:40:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:40:00+02:00,2024-05-15T06:45:00+02:00,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-15T06:45:00+02:00,2024-05-15T06:50:00+02:00,0,1,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:50:00+02:00,2024-05-15T06:55:00+02:00,0,0,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15T06:55:00+02:00,2024-05-15T07:00:00+02:00,0,0,0,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-15T07:00:00+02:00,2024-05-15T07:05:00+02:00,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-15T07:05:00+02:00,2024-05-15T07:10:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
2024-05-15T07:10:00+02:00,2024-05-15T07:15:00+02:00,0,0,1,7,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,3,0
2024-05-15T07:15:00+02:00,2024-05-15T07:20:00+02:00,0,1,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T07:20:00+02:00,2024-05-15T07:25:00+02:00,0,1,1,9,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,2,0
2024-05-15T07:25:00+02:00,2024-05-15T07:30:00+02:00,0,0,1,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2024-05-15T07:30:00+02:00,2024-05-15T07:35:00+02:00,0,0,1,10,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0
2024-05-15T07:35:00+02:00,2024-05-15T07:40:00+02:00,0,3,0,7,0,0,0,0,1,2,0,0,27,0,0,0,0,0,0,0,0,1,0
2024-05-15T07:40:00+02:00,2024-05-15T07:45:00+02:00,0,1,0,12,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-15T07:45:00+02:00,2024-05-15T07:50:00+02:00,0,1,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-15T07:50:00+02:00,2024-05-15T07:55:00+02:00,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
2024-05-15T07:55:00+02:00,2024-05-15T08:00:00+02:00,0,0,0,7,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-15T08:00:00+02:00,2024-05-15T08:05:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-15T08:05:00+02:00,2024-05-15T08:10:00+02:00,0,1,1,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,2,0
2024-05-15T08:10:00+02:00,2024-05-15T08:15:00+02:00,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-15T08:15:00+02:00,2024-05-15T08:20:00+02:00,0,0,0,11,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-15T08:20:00+02:00,2024-05-15T08:25:00+02:00,0,1,0,8,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0
2024-05-15T08:25:00+02:00,2024-05-15T08:30:00+02:00,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-15T08:30:00+02:00,2024-05-15T08:35:00+02:00,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
