#INTERVAL_START,INTERVAL_END,ANIMAL,BICYCLE,BUS,CAR,CAR_TRAILER,CARAVAN,E_CART,HEAD,HEAVY,LIGHT,MOTORCYCLE,OBSTACLE,PEDESTRIAN,PRAM,SCOOTER,SKATE,TRACTOR,TRAM,TRUCK_TRAILER,TUK_TUK,UNKNOWN,VAN,WHEELCHAIR
2024-05-30T06:40:00+02:00,2024-05-30T06:45:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T06:45:00+02:00,2024-05-30T06:50:00+02:00,0,0,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T06:50:00+02:00,2024-05-30T06:55:00+02:00,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T06:55:00+02:00,2024-05-30T07:00:00+02:00,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-30T07:00:00+02:00,2024-05-30T07:05:00+02:00,0,0,1,7,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0
2024-05-30T07:05:00+02:00,2024-05-30T07:10:00+02:00,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:10:00+02:00,2024-05-30T07:15:00+02:00,0,0,1,11,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,6,0
2024-05-30T07:15:00+02:00,2024-05-30T07:20:00+02:00,0,0,0,8,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:20:00+02:00,2024-05-30T07:25:00+02:00,0,0,0,9,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0
2024-05-30T07:25:00+02:00,2024-05-30T07:30:00+02:00,0,2,0,12,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:30:00+02:00,2024-05-30T07:35:00+02:00,0,0,1,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:35:00+02:00,2024-05-30T07:40:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:40:00+02:00,2024-05-30T07:45:00+02:00,0,1,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:45:00+02:00,2024-05-30T07:50:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:50:00+02:00,2024-05-30T07:55:00+02:00,0,1,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T07:55:00+02:00,2024-05-30T08:00:00+02:00,0,1,0,7,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:00:00+02:00,2024-05-30T08:05:00+02:00,0,1,1,7,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:05:00+02:00,2024-05-30T08:10:00+02:00,0,0,0,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:10:00+02:00,2024-05-30T08:15:00+02:00,1,3,0,10,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:15:00+02:00,2024-05-30T08:20:00+02:00,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-30T08:20:00+02:00,2024-05-30T08:25:00+02:00,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2024-05-30T08:25:00+02:00,2024-05-30T08:30:00+02:00,0,2,0,7,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
2024-05-30T08:30:00+02:00,2024-05-30T08:35:00+02:00,0,0,1,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0
2024-05-30T08:35:00+02:00,2024-05-30T08:40:00+02:00,0,2,0,5,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
2024-05-30T08:40:00+02:00,2024-05-30T08:45:00+02:00,0,1,0,9,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:45:00+02:00,2024-05-30T08:50:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:50:00+02:00,2024-05-30T08:55:00+02:00,0,0,1,6,0,0,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0
2024-05-30T08:55:00+02:00,2024-05-30T09:00:00+02:00,0,0,0,8,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0
2024-05-30T09:00:00+02:00,2024-05-30T09:05:00+02:00,0,1,0,7,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0
2024-05-30T09:05:00+02:00,2024-05-30T09:10:00+02:00,0,0,0,6,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0
2024-05-30T09:10:00+02:00,2024-05-30T09:15:00+02:00,0,0,0,6,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0
2024-05-30T09:15:00+02:00,2024-05-30T09:20:00+02:00,0,1,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0
2024-05-30T09:20:00+02:00,2024-05-30T09:25:00+02:00,0,1,0,5,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0
2024-05-30T09:25:00+02:00,2024-05-30T09:30:00+02:00,0,1,0,8,0,0,0,0,1,3,0,0,8,0,0,0,0,0,0,0,0,2,0
2024-05-30T09:30:00+02:00,2024-05-30T09:35:00+02:00,0,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
2024-05-30T09:35:00+02:00,2024-05-30T09:40:00+02:00,0,0,0,9,0,0,0,0,0,2,0,0,17,1,0,0,0,0,0,0,0,0,0
2024-05-30T09:40:00+02:00,2024-05-30T09:45:00+02:00,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
2024-05-30T09:45:00+02:00,2024-05-30T09:50:00+02:00,0,1,0,13,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T09:50:00+02:00,2024-05-30T09:55:00+02:00,0,0,0,11,0,0,0,0,1,3,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-30T09:55:00+02:00,2024-05-30T10:00:00+02:00,0,1,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
2024-05-30T10:00:00+02:00,2024-05-30T10:05:00+02:00,0,1,0,8,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T10:05:00+02:00,2024-05-30T10:10:00+02:00,0,0,0,6,0,0,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,2,0
2024-05-30T10:10:00+02:00,2024-05-30T10:15:00+02:00,0,2,0,7,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-30T10:15:00+02:00,2024-05-30T10:20:00+02:00,0,0,0,7,0,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,1,0
2024-05-30T10:20:00+02:00,2024-05-30T10:25:00+02:00,0,0,0,15,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T10:25:00+02:00,2024-05-30T10:30:00+02:00,0,0,0,3,0,0,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0
2024-05-30T10:30:00+02:00,2024-05-30T10:35:00+02:00,0,1,1,13,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,3,0
2024-05-30T10:35:00+02:00,2024-05-30T10:40:00+02:00,0,2,0,6,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,2,0
2024-05-30T10:40:00+02:00,2024-05-30T10:45:00+02:00,0,0,0,11,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0
2024-05-30T10:45:00+02:00,2024-05-30T10:50:00+02:00,0,2,0,7,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,1,0
2024-05-30T10:50:00+02:00,2024-05-30T10:55:00+02:00,0,1,0,10,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,2,0
2024-05-30T10:55:00+02:00,2024-05-30T11:00:00+02:00,0,0,0,9,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T11:00:00+02:00,2024-05-30T11:05:00+02:00,0,0,0,7,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0
2024-05-30T11:05:00+02:00,2024-05-30T11:10:00+02:00,0,1,2,8,0,0,0,0,0,2,1,0,10,0,0,0,0,0,0,0,0,0,0
2024-05-30T11:10:00+02:00,2024-05-30T11:15:00+02:00,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0
2024-05-30T11:15:00+02:00,2024-05-30T11:20:00+02:00,0,0,0,8,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2024-05-30T11:20:00+02:00,2024-05-30T11:25:00+02:00,0,0,0,15,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,4,0
2024-05-30T11:25:00+02:00,2024-05-30T11:30:00+02:00,0,1,0,7,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0
2024-05-30T11:30:00+02:00,2024-05-30T11:35:00+02:00,0,0,1,11,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T11:35:00+02:00,2024-05-30T11:40:00+02:00,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T11:40:00+02:00,2024-05-30T11:45:00+02:00,0,2,2,10,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
2024-05-30T11:45:00+02:00,2024-05-30T11:50:00+02:00,0,2,0,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0
2024-05-30T11:50:00+02:00,2024-05-30T11:55:00+02:00,0,0,1,15,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,2,0
2024-05-30T11:55:00+02:00,2024-05-30T12:00:00+02:00,0,1,0,9,0,0,0,0,1,2,0,0,4,0,0,0,1,0,0,0,0,0,0
2024-05-30T12:00:00+02:00,2024-05-30T12:05:00+02:00,0,3,1,12,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T12:05:00+02:00,2024-05-30T12:10:00+02:00,0,1,0,8,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0
2024-05-30T12:10:00+02:00,2024-05-30T12:15:00+02:00,0,0,1,5,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:15:00+02:00,2024-05-30T12:20:00+02:00,0,7,1,5,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:20:00+02:00,2024-05-30T12:25:00+02:00,0,0,1,9,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:25:00+02:00,2024-05-30T12:30:00+02:00,0,0,0,6,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:30:00+02:00,2024-05-30T12:35:00+02:00,0,0,0,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:35:00+02:00,2024-05-30T12:40:00+02:00,0,2,0,6,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,5,0
2024-05-30T12:40:00+02:00,2024-05-30T12:45:00+02:00,0,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:45:00+02:00,2024-05-30T12:50:00+02:00,0,0,0,7,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3,0
2024-05-30T12:50:00+02:00,2024-05-30T12:55:00+02:00,0,1,0,8,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T12:55:00+02:00,2024-05-30T13:00:00+02:00,0,0,0,1,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-30T13:00:00+02:00,2024-05-30T13:05:00+02:00,0,1,1,12,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:05:00+02:00,2024-05-30T13:10:00+02:00,0,2,0,9,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:10:00+02:00,2024-05-30T13:15:00+02:00,0,0,2,10,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:15:00+02:00,2024-05-30T13:20:00+02:00,0,0,0,8,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:20:00+02:00,2024-05-30T13:25:00+02:00,0,1,3,9,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,2,0
2024-05-30T13:25:00+02:00,2024-05-30T13:30:00+02:00,0,2,0,5,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:30:00+02:00,2024-05-30T13:35:00+02:00,0,2,1,9,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0
2024-05-30T13:35:00+02:00,2024-05-30T13:40:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
2024-05-30T13:40:00+02:00,2024-05-30T13:45:00+02:00,0,0,0,9,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2024-05-30T13:45:00+02:00,2024-05-30T13:50:00+02:00,0,1,0,5,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,1,0
2024-05-30T13:50:00+02:00,2024-05-30T13:55:00+02:00,0,1,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0
2024-05-30T13:55:00+02:00,2024-05-30T14:00:00+02:00,0,1,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0
2024-05-30T14:00:00+02:00,2024-05-30T14:05:00+02:00,0,2,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T14:05:00+02:00,2024-05-30T14:10:00+02:00,0,1,1,8,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0
2024-05-30T14:10:00+02:00,2024-05-30T14:15:00+02:00,0,0,1,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T14:15:00+02:00,2024-05-30T14:20:00+02:00,0,2,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-30T14:20:00+02:00,2024-05-30T14:25:00+02:00,0,1,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T14:25:00+02:00,2024-05-30T14:30:00+02:00,0,0,1,3,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0
2024-05-30T14:30:00+02:00,2024-05-30T14:35:00+02:00,0,3,0,12,0,0,0,0,3,0,0,0,13,0,0,0,1,0,0,0,0,0,0
2024-05-30T14:35:00+02:00,2024-05-30T14:40:00+02:00,0,2,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-30T14:40:00+02:00,2024-05-30T14:45:00+02:00,0,1,1,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0
2024-05-30T14:45:00+02:00,2024-05-30T14:50:00+02:00,0,0,0,8,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0
2024-05-30T14:50:00+02:00,2024-05-30T14:55:00+02:00,0,2,1,12,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T14:55:00+02:00,2024-05-30T15:00:00+02:00,0,0,0,12,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:00:00+02:00,2024-05-30T15:05:00+02:00,0,1,0,13,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2024-05-30T15:05:00+02:00,2024-05-30T15:10:00+02:00,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:10:00+02:00,2024-05-30T15:15:00+02:00,0,2,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0
2024-05-30T15:15:00+02:00,2024-05-30T15:20:00+02:00,0,4,1,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0
2024-05-30T15:20:00+02:00,2024-05-30T15:25:00+02:00,0,0,0,8,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0
2024-05-30T15:25:00+02:00,2024-05-30T15:30:00+02:00,0,0,0,8,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:30:00+02:00,2024-05-30T15:35:00+02:00,0,0,0,16,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:35:00+02:00,2024-05-30T15:40:00+02:00,0,3,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:40:00+02:00,2024-05-30T15:45:00+02:00,0,3,1,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:45:00+02:00,2024-05-30T15:50:00+02:00,0,2,1,10,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T15:50:00+02:00,2024-05-30T15:55:00+02:00,0,0,0,15,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0
2024-05-30T15:55:00+02:00,2024-05-30T16:00:00+02:00,0,1,0,13,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0
2024-05-30T16:00:00+02:00,2024-05-30T16:05:00+02:00,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:05:00+02:00,2024-05-30T16:10:00+02:00,0,0,1,6,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:10:00+02:00,2024-05-30T16:15:00+02:00,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:15:00+02:00,2024-05-30T16:20:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:20:00+02:00,2024-05-30T16:25:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:25:00+02:00,2024-05-30T16:30:00+02:00,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:30:00+02:00,2024-05-30T16:35:00+02:00,0,0,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2024-05-30T16:35:00+02:00,2024-05-30T16:40:00+02:00,0,0,0,7,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:40:00+02:00,2024-05-30T16:45:00+02:00,0,1,2,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:45:00+02:00,2024-05-30T16:50:00+02:00,0,1,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
2024-05-30T16:50:00+02:00,2024-05-30T16:55:00+02:00,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T16:55:00+02:00,2024-05-30T17:00:00+02:00,0,2,0,7,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:00:00+02:00,2024-05-30T17:05:00+02:00,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:05:00+02:00,2024-05-30T17:10:00+02:00,0,0,0,7,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:10:00+02:00,2024-05-30T17:15:00+02:00,0,1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:15:00+02:00,2024-05-30T17:20:00+02:00,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:20:00+02:00,2024-05-30T17:25:00+02:00,0,1,0,15,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:25:00+02:00,2024-05-30T17:30:00+02:00,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:30:00+02:00,2024-05-30T17:35:00+02:00,0,2,0,7,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:35:00+02:00,2024-05-30T17:40:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T17:40:00+02:00,2024-05-30T17:45:00+02:00,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:45:00+02:00,2024-05-30T17:50:00+02:00,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:50:00+02:00,2024-05-30T17:55:00+02:00,0,0,1,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T17:55:00+02:00,2024-05-30T18:00:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:00:00+02:00,2024-05-30T18:05:00+02:00,0,0,0,10,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:05:00+02:00,2024-05-30T18:10:00+02:00,0,5,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:10:00+02:00,2024-05-30T18:15:00+02:00,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:15:00+02:00,2024-05-30T18:20:00+02:00,0,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:20:00+02:00,2024-05-30T18:25:00+02:00,0,0,0,9,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:25:00+02:00,2024-05-30T18:30:00+02:00,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:30:00+02:00,2024-05-30T18:35:00+02:00,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T18:35:00+02:00,2024-05-30T18:40:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-05-30T18:40:00+02:00,2024-05-30T18:45:00+02:00,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:45:00+02:00,2024-05-30T18:50:00+02:00,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T18:50:00+02:00,2024-05-30T18:55:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T18:55:00+02:00,2024-05-30T19:00:00+02:00,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-05-30T19:00:00+02:00,2024-05-30T19:05:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2024-05-30T19:05:00+02:00,2024-05-30T19:10:00+02:00,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024-05-30T19:10:00+02:00,2024-05-30T19:15:00+02:00,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:15:00+02:00,2024-05-30T19:20:00+02:00,0,0,0,5,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:20:00+02:00,2024-05-30T19:25:00+02:00,0,0,1,8,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:25:00+02:00,2024-05-30T19:30:00+02:00,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:30:00+02:00,2024-05-30T19:35:00+02:00,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:35:00+02:00,2024-05-30T19:40:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:40:00+02:00,2024-05-30T19:45:00+02:00,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:45:00+02:00,2024-05-30T19:50:00+02:00,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:50:00+02:00,2024-05-30T19:55:00+02:00,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2024-05-30T19:55:00+02:00,2024-05-30T20:00:00+02:00,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-05-30T20:00:00+02:00,2024-05-30T20:05:00+02:00,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T20:05:00+02:00,2024-05-30T20:10:00+02:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-30T20:10:00+02:00,2024-05-30T20:15:00+02:00,0,0,2,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-05-30T20:15:00+02:00,2024-05-30T20:20:00+02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30T20:20:00+02:00,2024-05-30T20:25:00+02:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
